,player_count,discussion_depth,use_gpt4,use_claude_opus,render_markdown,w_flag,s_flag,base_flag,win,loss
0,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
1,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
2,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
3,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
4,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
5,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
6,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
7,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
8,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
9,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
10,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
11,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
12,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
13,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
14,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
15,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
16,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
17,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
18,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
19,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
20,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
21,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
22,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
23,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
24,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
25,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
26,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
27,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
28,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
29,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
30,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
31,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
32,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
33,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
34,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
35,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
36,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
37,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
38,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
39,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
40,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
41,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
42,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,0,1
43,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
44,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
45,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
46,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
47,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
48,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
49,5,20,True,False,True,Anthropic_Player,Anthropic_Player,Anthropic_Player,1,0
